Region,District,GPS_longitude,GPS_latitude,Altitude,Month,Treatment,Season,Aflatoxin
Western,Masindi,31.7538889,1.884066,1096.825695,Oct,Control,2021B,0
Western,Masindi,31.8017638,1.884066,1096.825695,Oct,Control,2021B,21.2
Eastern,Bulambuli,34.276735,1.3163629,1065.872929,Oct,Treated,2021B,0.5
Western,Masindi,31.8016607,1.8840635,1101.018898,Oct,Treated,2021B,0.91
Western,Masindi,31.8009873,1.8840635,1101.018898,Oct,Treated,2021B,0.4
Eastern,Bulambuli,34.2734645,1.3159851,1054.470731,Oct,Control,2021B,0.8
Eastern,Bulambuli,34.2734547,1.3159403,1061.681092,Oct,Treated,2021B,0.8
Western,Masindi,31.8685254,1.8865724,1090.734412,Oct,Control,2021B,0
Eastern,Bulambuli,34.2693655,1.3176457,1055.707949,Oct,Treated,2021B,0.6
Western,Masindi,31.9093191,1.8861561,1092.882804,Oct,Treated,2021B,0
Eastern,Bulambuli,34.2694371,1.3177281,1048.398929,Oct,Control,2021B,1
Western,Masindi,31.7697222,1.902865,1091.000755,Oct,Treated,2021B,0.5
Western,Masindi,31.9093606,1.9022978,1096.505701,Oct,Control,2021B,0.4
Western,Masindi,31.77,1.8996402,1124.638958,Oct,Treated,2021B,0.4
Western,Masindi,31.7175,1.8996402,1124.638958,Oct,Treated,2021B,0.5
Western,Masindi,31.77,1.9006273,1120.253599,Oct,Control,2021B,2
Western,Masindi,31.7691667,1.9006273,1120.253599,Oct,Control,2021B,12.4
Western,Masindi,31.8839687,1.8959606,1121.827768,Oct,Treated,2021B,4.9
Eastern,Bulambuli,34.3082944,1.3634064,1079.423884,Oct,Treated,2021B,0
Eastern,Bulambuli,34.3084878,1.3632493,1075.79634,Oct,Control,2021B,0
Western,Masindi,31.8839687,1.8940514,1126.408658,Oct,Control,2021B,0.5
Eastern,Bulambuli,34.3094478,1.3602187,1082.933846,Oct,Treated,2021B,0.6
Eastern,Bulambuli,34.3093009,1.3602829,1100.002175,Oct,Treated,2021B,0.7
Eastern,Bulambuli,34.3093035,1.3602739,1098.23424,Oct,Control,2021B,0.7
Eastern,Bulambuli,34.3094527,1.3603392,1097.250294,Oct,Control,2021B,0.6
Western,Masindi,31.8619555,1.8978836,1089.335383,Oct,Treated,2021B,0.5
Eastern,Bulambuli,34.3058446,1.3616191,1087.595929,Oct,Treated,2021B,0.3
Eastern,Bulambuli,34.3059686,1.3618168,1082.280302,Oct,Control,2021B,3.8
Western,Masindi,31.8679508,1.8987399,1093.137066,Oct,Control,2021B,179
Eastern,Bulambuli,34.2987575,1.3651353,1062.12808,Oct,Treated,2021B,35.4
Eastern,Bulambuli,34.2990257,1.3657835,1058.9017,Oct,Control,2021B,146.4
Western,Masindi,31.8525513,1.8824196,1086.203128,Oct,Treated,2021B,0.5
Western,Masindi,31.8619555,1.8826589,1088.757307,Oct,Control,2021B,2.5
Eastern,Bulambuli,34.2952707,1.3655977,1047.846838,Oct,Treated,2021B,0.6
Eastern,Bulambuli,34.2952944,1.3655642,1063.509681,Oct,Control,2021B,1
Western,Masindi,31.7079101,1.8940363,1045.517854,Oct,Treated,2021B,0
Western,Masindi,31.7079101,1.893422,1044.424945,Oct,Control,2021B,0
Western,Masindi,31.7079101,1.8057287,1099.911151,Oct,Treated,2021B,0.7
Western,Masindi,31.8513529,1.8057287,1099.911151,Oct,Control,2021B,3.8
Western,Hoima,31.468177,1.4713673,1156.743862,Oct,Treated,2021B,48.9
Western,Hoima,31.470932,1.4695824,1200.566312,Oct,Treated,2021B,0
Western,Hoima,31.4695917,1.4697843,1174.120304,Oct,Control,2021B,0
Western,Hoima,31.4664271,1.4709799,1142.426718,Oct,Control,2021B,49.4
Western,Hoima,31.4781803,1.4830912,1146.045666,Oct,Control,2021B,0.6
Western,Hoima,31.47878,1.4694508,1204.18755,Oct,Treated,2021B,0
Western,Hoima,31.4791946,1.4717827,1206.294308,Oct,Treated,2021B,0.6
Western,Hoima,31.4786812,1.4713585,1219.081484,Oct,Control,2021B,0.4
Western,Hoima,31.4788265,1.4804671,1162.679124,Oct,Treated,2021B,0.3
Western,Hoima,31.4495693,1.4857337,1148.859381,Oct,Treated,2021B,0.4
Western,Hoima,31.4497144,1.4862044,1151.215455,Oct,Control,2021B,0.6
Western,Hoima,31.4301117,1.5168906,1190.013818,Oct,Treated,2021B,0.6
Western,Hoima,31.4304763,1.516839,1184.686323,Oct,Control,2021B,1.8
Western,Hoima,31.4269489,1.5069172,1157.765002,Oct,Control,2021B,0.9
Western,Hoima,31.4297538,1.5065112,1163.360564,Oct,Treated,2021B,0.7
Western,Hoima,31.4322547,1.5035318,1158.504155,Oct,Treated,2021B,1
Western,Hoima,31.4321317,1.5032637,1163.30298,Oct,Control,2021B,49.9
Western,Hoima,31.4322402,1.5032689,1173.998971,Oct,Control,2021B,0
Eastern,Kumi,33.9021522,1.3658891,1100.466927,Oct,Treated,2021B,0
Eastern,Kumi,33.9206994,1.3659276,1097.612583,Oct,Control,2021B,0
Eastern,Kumi,33.920697,1.3822533,1111.14281,Oct,Treated,2021B,0
Eastern,Kumi,33.9242549,1.3822285,1103.610611,Oct,Control,2021B,0
Eastern,Kumi,33.9242727,1.3673744,1117.559781,Oct,Treated,2021B,0
Eastern,Kumi,33.9240712,1.3673935,1124.37518,Oct,Treated,2021B,0
Eastern,Kumi,33.9480677,1.3676997,1121.945145,Oct,Control,2021B,0
Western,Hoima,31.4554766,1.4440718,1172.12205,Oct,Treated,2021B,0
Eastern,Kumi,33.9479925,1.3732295,1118.42172,Oct,Treated,2021B,11.4
Eastern,Kumi,33.9569327,1.373214,1125.22858,Oct,Control,2021B,116.4
Western,Hoima,31.4555971,1.4435243,1174.774185,Oct,Control,2021B,0
Western,Hoima,31.4555514,1.4480656,1145.565124,Oct,Treated,2021B,0.5
Eastern,Kumi,33.956718,1.3781876,1115.443226,Oct,Treated,2021B,0.7
Eastern,Kumi,33.9567281,1.3777894,1113.390783,Oct,Control,2021B,16.2
Western,Hoima,31.4550791,1.4487393,1150.365454,Oct,Control,2021B,8.5
Eastern,Kumi,33.9566982,1.3777593,1116.616514,Oct,Treated,2021B,4.4
Eastern,Kumi,33.9570114,1.3793599,1114.679576,Oct,Control,2021B,7.4
Eastern,Kumi,33.9569834,1.3784281,1108.071651,Oct,Control,2021B,0
Eastern,Kumi,33.9586701,1.3783749,1112.462741,Oct,Treated,2021B,27.3
Eastern,Kumi,33.9617356,1.3768285,1115.40266,Oct,Control,2021B,26
Eastern,Kumi,33.9617922,1.3759778,1117.349709,Oct,Treated,2021B,0
Eastern,Kumi,33.9621906,1.3759908,1117.181445,Oct,Control,2021B,0
Eastern,Kumi,33.9641054,1.3760821,1116.121304,Oct,Treated,2021B,0.6
Western,Hoima,31.4412954,1.4301026,1158.585893,Oct,Treated,2021B,0
Eastern,Kumi,33.9677245,1.3811027,1112.766466,Oct,Control,2021B,0.8
Western,Hoima,31.4414776,1.4306649,1150.682618,Oct,Control,2021B,0
Eastern,Kumi,33.9680285,1.3916792,1118.689923,Oct,Treated,2021B,18.5
Eastern,Kumi,33.9436399,1.3917343,1115.922176,Oct,Control,2021B,18.9
Western,Hoima,31.4472559,1.4163935,1184.529871,Oct,Treated,2021B,0.5
Western,Hoima,31.4472801,1.4161497,1174.481046,Oct,Control,2021B,0.9
Eastern,Kumi,33.9435789,1.4357634,1100.917143,Oct,Treated,2021B,1.2
Western,Hoima,31.4557644,1.4086732,1167.083719,Oct,Control,2021B,0
Western,Hoima,31.4557644,1.4086732,1167.083719,Oct,Treated,2021B,0
Eastern,Kumi,33.9557543,1.4358993,1099.176403,Oct,Control,2021B,9.3
Western,Hoima,31.4550834,1.4085835,1176.257683,Oct,Control,2021B,0
Western,Hoima,31.4496024,1.4129586,1189.998573,Oct,Treated,2021B,0.5
Western,Hoima,31.4492153,1.4120079,1179.398338,Oct,Control,2021B,1
Eastern,Kumi,33.95583,1.4386168,1097.401378,Oct,Control,2021B,0
Eastern,Kumi,33.9569202,1.4386383,1107.789694,Oct,Treated,2021B,0
Eastern,Kumi,33.9569771,1.4795392,1129.308116,Oct,Treated,2021B,0
Eastern,Kumi,34.4830958,1.4795155,1120.289504,Oct,Control,2021B,0
Western,Hoima,31.4506218,1.4207578,1170.795486,Oct,Treated,2021B,0.7
Western,Hoima,31.4498077,1.4211747,1169.686399,Oct,Control,2021B,1.2
Western,Hoima,31.5266611,1.4540905,1087.320529,Oct,Treated,2021B,0.8
Western,Hoima,31.5261919,1.4544678,1093.047088,Oct,Control,2021B,8.4
Eastern,Pallisa,33.7296001,1.2409276,1074.224376,Oct,Treated,2021B,14.6
Eastern,Pallisa,33.7225701,1.2397538,1065.961422,Oct,Control,2021B,69.3
Eastern,Pallisa,33.7295171,1.2481782,1071.781668,Oct,Control,2021B,17.5
Eastern,Pallisa,33.7370007,1.2487682,1081.799163,Oct,Treated,2021B,2.3
Eastern,Pallisa,33.6946225,1.2653068,1069.918984,Oct,Treated,2021B,2.5
Eastern,Pallisa,33.7370729,1.2656587,1077.526082,Oct,Control,2021B,3
Eastern,Pallisa,33.6946213,1.2366477,1067.452241,Oct,Control,2021B,1.7
Eastern,Pallisa,33.6945076,1.2367607,1060.241248,Oct,Treated,2021B,2.1
Eastern,Pallisa,33.684209,1.2428142,1072.960244,Oct,Treated,2021B,1.3
Eastern,Pallisa,33.6947886,1.2430225,1063.78552,Oct,Control,2021B,2.9
Eastern,Pallisa,33.6880534,1.237739,1058.938166,Oct,Treated,2021B,2
Eastern,Pallisa,33.684454,1.2376708,1060.498623,Oct,Control,2021B,2.5
Eastern,Pallisa,33.6728505,1.2354591,1051.177751,Oct,Treated,2021B,0
Eastern,Pallisa,33.687871,1.2355323,1052.211235,Oct,Control,2021B,0
Eastern,Pallisa,33.6819892,1.2354955,1035.874683,Oct,Treated,2021B,1
Eastern,Pallisa,33.67293,1.2355385,1044.693255,Oct,Control,2021B,31.2
Eastern,Pallisa,33.6819439,1.2582755,1057.730556,Oct,Control,2021B,0.9
Eastern,Pallisa,33.6753233,1.2582504,1058.219385,Oct,Treated,2021B,0.8
Eastern,Pallisa,33.7648206,1.2526489,1066.805735,Oct,Treated,2021B,70.7
Eastern,Pallisa,33.674574,1.2525231,1060.825557,Oct,Control,2021B,135
Eastern,Pallisa,33.6458314,1.2064177,1082.417979,Oct,Treated,2021B,0.8
Eastern,Pallisa,33.7650145,1.2062015,1081.974591,Oct,Control,2021B,1.3
Eastern,Pallisa,33.472737,1.2330164,1039.839423,Oct,Treated,2021B,1
Eastern,Pallisa,33.6457165,1.2329602,1039.379983,Oct,Control,2021B,2.5
Eastern,Tororo,34.1578301,0.7541592,1227.045752,Oct,Control,2021B,42.6
Eastern,Tororo,34.019371,0.7542079,1225.702292,Oct,Treated,2021B,32.7
Eastern,Tororo,34.1647868,0.7580079,1212.298693,Oct,Treated,2021B,2.2
Eastern,Tororo,34.164159,0.7582352,1206.039388,Oct,Control,2021B,3.3
Western,Kanungu,29.6615468,-0.7484524,1103.339254,Oct,Treated,2021B,0.3
Western,Kanungu,29.6613802,-0.7484839,1109.14337,Oct,Control,2021B,0.4
Eastern,Tororo,34.0638682,0.7744448,1163.990778,Oct,Treated,2021B,2
Eastern,Tororo,34.1648268,0.7743635,1161.533151,Oct,Control,2021B,2.9
Western,Kanungu,29.6606207,-0.7490253,1104.951752,Oct,Treated,2021B,0.4
Western,Kanungu,29.660797,-0.7489945,1100.303075,Oct,Control,2021B,0.5
Eastern,Tororo,34.2585673,0.7737989,1169.187394,Oct,Treated,2021B,0
Eastern,Tororo,34.1674415,0.7738445,1171.657868,Oct,Control,2021B,0
Western,Kanungu,29.659768,-0.7567916,1121.470708,Oct,Treated,2021B,0
Western,Kanungu,29.6599585,-0.7567037,1112.705242,Oct,Control,2021B,0
Eastern,Tororo,34.0645931,0.751039,1197.521745,Oct,Treated,2021B,2.5
Eastern,Tororo,34.1932263,0.7509802,1191.218305,Oct,Control,2021B,14.4
Western,Kanungu,29.6626005,-0.7447099,1100.860785,Oct,Treated,2021B,0.5
Western,Kanungu,29.662746,-0.7444849,1106.105347,Oct,Control,2021B,2.1
Western,Kanungu,29.6525239,-0.7435574,1060.258733,Oct,Treated,2021B,0
Western,Kanungu,29.6535128,-0.7446276,1034.765373,Oct,Treated,2021B,0
Western,Kanungu,29.6535336,-0.744526,1052.164297,Oct,Treated,2021B,0
Eastern,Tororo,34.0644468,0.6340721,1104.08179,Oct,Treated,2021B,0
Eastern,Tororo,34.0664165,0.6345293,1100.491989,Oct,Control,2021B,0
Western,Kanungu,29.6473151,-0.7411364,1052.684118,Oct,Treated,2021B,0.3
Eastern,Tororo,34.0252962,0.6395316,1115.783802,Oct,Treated,2021B,1.4
Western,Kanungu,29.6479973,-0.7411312,1058.182039,Oct,Control,2021B,0.4
Eastern,Tororo,34.0644883,0.6394142,1107.900307,Oct,Control,2021B,2.9
Eastern,Tororo,34.2923188,0.6391751,1107.080517,Oct,Treated,2021B,1.9
Eastern,Tororo,34.0645473,0.6401915,1108.469166,Oct,Control,2021B,5.4
Eastern,Tororo,34.1674341,0.639524,1104.508074,Oct,Treated,2021B,1.9
Eastern,Tororo,34.0638682,0.639524,1104.508074,Oct,Control,2021B,1.7
Eastern,Tororo,34.0781046,0.6340356,1103.599427,Oct,Treated,2021B,3.4
Eastern,Tororo,34.0625952,0.6339201,1104.181034,Oct,Control,2021B,3.8
Eastern,Tororo,34.0718359,0.6073318,1100.957611,Oct,Treated,2021B,4.3
Eastern,Tororo,34.077822,0.6071793,1107.143965,Oct,Control,2021B,17.6
Eastern,Tororo,34.2676392,0.6212334,1096.433224,Oct,Treated,2021B,2.7
Eastern,Tororo,34.0720599,0.6215317,1095.889061,Oct,Control,2021B,3.5
Eastern,Tororo,34.2361067,0.6187401,1097.782588,Oct,Treated,2021B,2.8
Eastern,Tororo,34.073195,0.6188032,1100.007948,Oct,Control,2021B,8.4
Eastern,Tororo,34.069992,0.6178383,1093.965356,Oct,Control,2021B,0
Eastern,Serere,33.4183324,1.5200273,1082.443397,Oct,Treated,2021B,104
Eastern,Serere,33.4497664,1.5196306,1077.503232,Oct,Control,2021B,191.7
Western,Kanungu,29.6863697,-0.7246513,1071.61731,Oct,Treated,2021B,0.4
Western,Kanungu,29.6858863,-0.7249749,1074.329882,Oct,Control,2021B,8.7
Eastern,Serere,33.4183315,1.4738377,1064.579198,Oct,Control,2021B,0
Eastern,Serere,33.3983497,1.4738389,1065.776047,Oct,Treated,2021B,0
Western,Kanungu,29.6914854,-0.726013,1088.559096,Oct,Control,2021B,0
Western,Kanungu,29.6906342,-0.7274749,1100.359941,Oct,Treated,2021B,0
Eastern,Serere,33.398257,1.4556759,1035.311868,Oct,Control,2021B,0
Eastern,Serere,33.3931955,1.4556783,1031.51786,Oct,Treated,2021B,0
Eastern,Serere,33.3889839,1.4663518,1031.76039,Oct,Treated,2021B,0
Eastern,Serere,33.3931526,1.4663188,1040.908726,Oct,Control,2021B,0
Western,Kanungu,29.6717676,-0.7567118,1091.907105,Oct,Treated,2021B,0.4
Western,Kanungu,29.6719868,-0.756505,1096.84627,Oct,Control,2021B,13.6
Eastern,Serere,33.3511301,1.4671021,1042.939218,Oct,Treated,2021B,0
Eastern,Serere,33.3888257,1.4669992,1036.666823,Oct,Control,2021B,0
Western,Kanungu,29.6799727,-0.7598296,1136.71959,Oct,Treated,2021B,0.4
Western,Kanungu,29.6801082,-0.7602116,1150.238279,Oct,Control,2021B,5.2
Eastern,Serere,33.3511338,1.4673327,1037.454022,Oct,Control,2021B,0.5
Eastern,Serere,33.345166,1.4673042,1031.57766,Oct,Treated,2021B,1
Western,Kanungu,29.6987117,-0.7592801,1149.23563,Oct,Treated,2021B,0
Eastern,Serere,33.3331605,1.4626819,1030.055822,Oct,Treated,2021B,0
Eastern,Serere,33.3451427,1.4626853,1034.359223,Oct,Control,2021B,0
Western,Kanungu,29.6986087,-0.759268,1150.222529,Oct,Control,2021B,0
Eastern,Serere,33.326953,1.4577995,1044.978146,Oct,Treated,2021B,2.8
Western,Kanungu,29.7154817,-0.7406595,1102.126536,Oct,Treated,2021B,0.2
Eastern,Serere,33.3331634,1.4576655,1043.07338,Oct,Control,2021B,40.8
Western,Kanungu,29.7154585,-0.7407315,1095.897431,Oct,Control,2021B,10.4
Eastern,Serere,33.2980642,1.4601704,1018.906447,Oct,Treated,2021B,2
Eastern,Serere,33.3269716,1.4600793,1036.532158,Oct,Control,2021B,2.4
Eastern,Serere,33.2880548,1.4608418,1024.991687,Oct,Treated,2021B,14.2
Eastern,Serere,33.2981878,1.4608053,1034.937479,Oct,Control,2021B,40.7
Eastern,Serere,33.287669,1.4662704,1034.947927,Oct,Treated,2021B,0.7
Eastern,Serere,33.2675231,1.4660844,1029.923239,Oct,Control,2021B,3.1
Eastern,Serere,33.5521833,1.4561816,1036.837946,Oct,Treated,2021B,2.2
Eastern,Serere,33.2677164,1.456515,1027.799904,Oct,Control,2021B,5.6
Central,Mubende,31.6022248,0.4877077,1219.166632,Oct,Control,2021B,1
Central,Mubende,31.4173784,0.4884451,1221.864727,Oct,Treated,2021B,0.4
Central,Mubende,31.5999967,0.483522,1211.358251,Oct,Treated,2021B,0.5
Eastern,Soroti,33.5328971,1.914194,1081.431335,Oct,Treated,2021B,0
Eastern,Soroti,33.5287917,1.9139665,1087.517891,Oct,Control,2021B,0
Central,Mubende,31.4180244,0.4835452,1196.543692,Oct,Control,2021B,0.7
Eastern,Soroti,33.564184,1.9138473,1078.597892,Oct,Treated,2021B,0
Eastern,Soroti,33.5286985,1.9139685,1078.404981,Oct,Control,2021B,0
Central,Mubende,31.6130005,0.4911268,1198.091797,Oct,Treated,2021B,0
Central,Mubende,31.3612141,0.4905887,1219.55073,Oct,Control,2021B,0
Eastern,Soroti,33.5642152,1.9263698,1123.242405,Oct,Control,2021B,0.5
Eastern,Soroti,33.5582873,1.9263263,1121.037167,Oct,Treated,2021B,1.6
Central,Mubende,31.5972095,0.4840151,1202.158731,Oct,Control,2021B,0
Central,Mubende,31.3169332,0.4839276,1205.187468,Oct,Control,2021B,0
Eastern,Soroti,33.5434867,1.9298562,1115.205219,Oct,Treated,2021B,0
Eastern,Soroti,33.5583177,1.9298157,1114.113306,Oct,Control,2021B,0
Central,Mubende,31.5809212,0.4927802,1254.659452,Oct,Treated,2021B,0.7
Central,Mubende,31.5071017,0.4930455,1252.301522,Oct,Control,2021B,0.9
Eastern,Soroti,33.5627744,1.9339003,1103.591443,Oct,Treated,2021B,0
Eastern,Soroti,33.5434942,1.9338869,1099.267874,Oct,Control,2021B,0
Central,Mubende,31.5828709,0.4963121,1243.783014,Oct,Treated,2021B,0.4
Central,Mubende,31.526451,0.4959607,1238.523694,Oct,Control,2021B,0.5
Eastern,Soroti,33.5573765,1.9419427,1097.321948,Oct,Treated,2021B,0
Eastern,Soroti,33.5628052,1.9421534,1106.490522,Oct,Control,2021B,0
Eastern,Soroti,33.5569113,1.9417974,1110.020872,Oct,Treated,2021B,0
Eastern,Soroti,33.5574738,1.9419291,1111.134811,Oct,Control,2021B,0
Eastern,Soroti,33.6794194,1.93847,1121.151125,Oct,Treated,2021B,0
Eastern,Soroti,33.5569096,1.9384457,1113.02075,Oct,Control,2021B,0
Central,Mubende,31.2311605,0.4856637,1304.028421,Oct,Treated,2021B,0.4
Central,Mubende,31.5566047,0.4857109,1304.960141,Oct,Control,2021B,0.4
Eastern,Kapelebyong,33.7689286,2.2771404,1091.428466,Oct,Treated,2021B,0
Eastern,Kapelebyong,33.7689985,2.2771274,1086.246985,Oct,Control,2021B,0
Eastern,Kapelebyong,33.7684566,2.2771257,1081.50492,Oct,Treated,2021B,0
Eastern,Kapelebyong,33.7778825,2.2735748,1083.676126,Oct,Control,2021B,0
Central,Mubende,31.5776013,0.4858345,1328.032147,Oct,Treated,2021B,0.3
Eastern,Kapelebyong,33.7785476,2.2725938,1087.302932,Oct,Treated,2021B,0
Eastern,Kapelebyong,33.7786079,2.2724432,1089.513718,Oct,Control,2021B,0
Eastern,Kapelebyong,33.7785958,2.2723717,1084.102104,Oct,Treated,2021B,0
Eastern,Kapelebyong,33.783734,2.2711439,1091.438617,Oct,Control,2021B,0
Eastern,Kapelebyong,33.7841131,2.2711379,1088.819393,Oct,Treated,2021B,0
Eastern,Kapelebyong,33.7806684,2.2657898,1089.936097,Oct,Control,2021B,0
Central,Mubende,31.2011983,0.4739787,1307.136568,Oct,Treated,2021B,0.2
Central,Mubende,31.2002913,0.4739787,1307.136568,Oct,Control,2021B,0.5
Central,Mubende,31.2026186,0.4743599,1306.94201,Oct,Control,2021B,0
Eastern,Kapelebyong,33.7807457,2.2658007,1092.982008,Oct,Treated,2021B,0
Eastern,Kapelebyong,33.7295563,2.3015993,1071.433001,Oct,Control,2021B,0
Central,Mubende,31.2026239,0.4781615,1305.314518,Oct,Control,2021B,0.4
Eastern,Kapelebyong,33.7030971,2.3069185,1057.626538,Oct,Treated,2021B,0
Eastern,Kapelebyong,33.7030684,2.3068514,1059.120177,Oct,Control,2021B,0
Central,Mubende,31.2027555,0.4785224,1298.227892,Oct,Treated,2021B,0.5
Eastern,Kapelebyong,33.6961075,2.3132048,1055.834542,Oct,Control,2021B,0
Eastern,Kapelebyong,33.696247,2.3133768,1057.47977,Oct,Treated,2021B,0
Central,Mubende,31.2027555,0.479829,1292.652221,Oct,Treated,2021B,0.3
Central,Mubende,31.2029753,0.479829,1292.652221,Oct,Control,2021B,0.6
Eastern,Kapelebyong,33.6961878,2.3132604,1046.664421,Oct,Treated,2021B,0
Eastern,Kapelebyong,33.6925338,2.3117282,1055.3077,Oct,Control,2021B,0
Eastern,Kapelebyong,33.6905944,2.3159303,1055.897138,Oct,Treated,2021B,0
Eastern,Kapelebyong,33.6905696,2.3159956,1054.030587,Oct,Control,2021B,0
Central,Mubende,31.2068519,0.4798197,1301.505464,Oct,Treated,2021B,0.4
Central,Mubende,31.1973859,0.4827564,1287.805902,Oct,Control,2021B,0.4
Eastern,Kapelebyong,33.7060429,2.3496051,1057.719024,Oct,Treated,2021B,0
Eastern,Kapelebyong,33.7061298,2.3495982,1048.798679,Oct,Control,2021B,0
Eastern,Kapelebyong,33.7375723,2.3685083,1051.703192,Oct,Treated,2021B,0
Eastern,Kapelebyong,33.7376791,2.3686893,1055.317602,Oct,Control,2021B,0
Central,Mubende,32.7945728,0.4854743,1287.704727,Oct,Treated,2021B,0
Eastern,Kapelebyong,33.7516267,2.3770895,1055.272831,Oct,Treated,2021B,0
Eastern,Kapelebyong,33.7516731,2.3768563,1049.393767,Oct,Control,2021B,0
Eastern,Kapelebyong,33.7529236,2.3787363,1050.395521,Oct,Treated,2021B,0
Eastern,Kapelebyong,33.7533088,2.3789278,1053.618169,Oct,Control,2021B,0
Central,Mubende,31.593498,0.4805923,1237.815348,Oct,Treated,2021B,0.3
Central,Mubende,32.1092486,0.4807382,1232.572008,Oct,Control,2021B,0.6
Eastern,Soroti,33.7041763,1.7976439,1084.17576,Oct,Treated,2021B,0
Eastern,Soroti,33.6793667,1.7977124,1078.967839,Oct,Control,2021B,0
Eastern,Soroti,33.7041191,1.8088456,1073.806327,Oct,Control,2021B,27.6
Eastern,Soroti,33.7023781,1.8091701,1066.87603,Oct,Treated,2021B,0.8
Eastern,Soroti,33.7110687,1.8087708,1073.064983,Oct,Treated,2021B,0.5
Central,Mityana,32.0975763,0.4765245,1173.641249,Oct,Treated,2021B,0
Central,Mityana,32.106428,0.4768833,1182.043307,Oct,Control,2021B,0
Eastern,Soroti,33.7030566,1.8091018,1060.143574,Oct,Control,2021B,0.9
Central,Mityana,32.0985372,0.4679966,1210.63057,Oct,Treated,2021B,0.6
Eastern,Soroti,33.7067605,1.7999325,1063.474061,Oct,Treated,2021B,0.5
Eastern,Soroti,33.711236,1.7999562,1056.365845,Oct,Control,2021B,0.6
Central,Mityana,32.0974153,0.4682395,1211.319304,Oct,Control,2021B,0.5
Central,Mityana,32.0982764,0.4660663,1200.734074,Oct,Control,2021B,0
Central,Mityana,32.104961,0.4661254,1193.165059,Oct,Treated,2021B,0
Eastern,Soroti,33.7013885,1.8044096,1066.174741,Oct,Treated,2021B,0.5
Eastern,Soroti,33.7062994,1.8045464,1059.505224,Oct,Control,2021B,1.7
Eastern,Soroti,33.6648148,1.801862,1077.584356,Oct,Treated,2021B,0
Eastern,Soroti,33.7014997,1.8016986,1063.899597,Oct,Control,2021B,0
Central,Mityana,32.1115297,0.4772598,1158.910881,Oct,Treated,2021B,0.6
Central,Mityana,32.1048546,0.4782808,1167.175687,Oct,Control,2021B,0.5
Central,Mityana,32.119429,0.4732199,1184.875439,Oct,Treated,2021B,0
Central,Mityana,32.1114506,0.4734342,1191.557303,Oct,Control,2021B,0
Eastern,Soroti,33.6719802,1.7951803,1106.871301,Oct,Treated,2021B,0
Eastern,Soroti,33.6650744,1.7950683,1103.530443,Oct,Control,2021B,0
Eastern,Soroti,34.0143711,1.7952644,1088.897946,Oct,Treated,2021B,0
Eastern,Soroti,33.6720233,1.7953808,1093.696668,Oct,Control,2021B,0
Central,Mityana,32.109014,0.4647592,1237.254173,Oct,Treated,2021B,0
Central,Mityana,32.1197604,0.4633397,1262.628501,Oct,Control,2021B,0
Central,Mityana,32.109014,0.4629085,1252.418799,Oct,Control,2021B,0.9
Central,Mityana,32.1158338,0.4629085,1252.418799,Oct,Treated,2021B,1.1
Central,Mityana,32.0277887,0.4679107,1191.551332,Oct,Treated,2021B,0.9
Central,Mityana,32.1157212,0.4675815,1180.610082,Oct,Control,2021B,1
Central,Mityana,31.8869745,0.571177,1129.893609,Oct,Treated,2021B,2.6
Central,Mityana,32.1253122,0.5713669,1144.875248,Oct,Control,2021B,62.9
Central,Mityana,34.7069791,0.5610425,1119.344077,Oct,Control,2021B,1
Central,Mityana,32.1438841,0.5781149,1122.525108,Oct,Treated,2021B,0.6
Central,Mityana,32.1300812,0.5775567,1112.646346,Oct,Control,2021B,55
Central,Mityana,32.143914,0.5751009,1175.633877,Oct,Control,2021B,51
Central,Mityana,32.1478389,0.5750661,1177.43826,Oct,Treated,2021B,20.9
Central,Mityana,32.1274027,0.5746749,1180.101518,Oct,Treated,2021B,15.1
Central,Mityana,32.1478262,0.5741443,1174.570842,Oct,Control,2021B,41.4
Central,Mityana,32.1138473,0.5762164,1115.720133,Oct,Treated,2021B,34
Central,Mityana,32.1277764,0.5762393,1133.99026,Oct,Control,2021B,47.4
Central,Mityana,32.1069906,0.5862036,1108.702124,Oct,Treated,2021B,0.7
Central,Mityana,32.1138956,0.5861896,1104.732374,Oct,Control,2021B,0
Central,Mityana,32.1110364,0.5880928,1116.525988,Oct,Treated,2021B,23.4
Central,Mityana,32.1067578,0.58806,1117.791205,Oct,Control,2021B,32.8
Northern,Gulu,32.5375605,2.8497597,985.6075761,Oct,Treated,2021B,0
Northern,Gulu,32.5380606,2.8499243,992.9728495,Oct,Control,2021B,0
Northern,Gulu,32.5366368,2.8496425,992.6554828,Oct,Treated,2021B,0.8
Northern,Gulu,32.5366704,2.8498814,990.990671,Oct,Control,2021B,1.4
Northern,Gulu,32.4454101,2.8938846,1023.473266,Nov,Treated,2021B,104.4
Northern,Gulu,32.4455392,2.894004,1031.502557,Nov,Control,2021B,107.8
Northern,Gulu,32.4457238,2.8967177,1026.818802,Nov,Treated,2021B,50
Northern,Gulu,32.4460131,2.8967488,1025.73222,Nov,Control,2021B,57
Northern,Gulu,32.4423583,2.9377017,1035.119539,Nov,Control,2021B,0
Northern,Gulu,32.4426199,2.9385833,1030.779008,Nov,Treated,2021B,0
Northern,Gulu,32.4382077,2.9372987,1030.278196,Nov,Treated,2021B,1.1
Northern,Gulu,32.4381075,2.9374688,1025.937083,Nov,Control,2021B,79.9
